fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,q_max,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,np_001,ta_min,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,q_mar,inso,p_sol,evap,nw_55,w_racha,nw_91,w_rec,ts_20,ts_10,ts_50,glo
1965-8,2462,11.6(17),3.0,50.0,2.0,5.0,822.2(04),816.4,10.7,26.6(04),17.2,0.0,0.0,11.0,2.0,17.0,6.0,0.2(23),87.0,0.0,1.0,27.4,4.0,2.0,12.0,0.0,11.2,0.0,15.8,20.9,7.0,806.2(22),3.0,1014.9,10.5,76.0,1972.0,,,,,,,,
1965-9,2462,81.3(24),10.0,68.0,0.0,3.0,824.5(20),812.1,4.9,21.8(20),13.0,0.0,0.0,8.0,5.0,12.0,9.0,-2.0(02),74.0,3.0,1.0,245.5,9.0,0.0,15.0,7.0,1.4,2.0,9.0,13.1,9.0,792.9(25),8.0,1015.1,6.6,52.0,,,,,,,,,
1965-10,2462,73.1(24),19.0,94.0,1.0,4.0,820.2(31),811.6,4.3,13.8(13),8.0,0.0,0.0,1.0,8.0,11.0,16.0,0.0(01),91.0,3.0,7.0,298.6,16.0,1.0,20.0,2.0,3.6,0.0,6.5,8.6,10.0,801.0(09),13.0,1016.2,3.5,32.0,,,,,,,,,
1965-11,2462,45.5(06),24.0,93.0,0.0,7.0,821.0(09),808.7,-2.2,10.2(01),4.6,0.0,0.0,1.0,10.0,5.0,25.0,-10.0(24),59.0,3.0,1.0,285.7,5.0,0.0,26.0,27.0,-6.6,20.0,0.1,2.4,24.0,794.5(20),24.0,1017.9,1.5,15.0,,,,,,,,,
1965-12,2462,37.8(02),19.0,85.0,0.0,4.0,823.0(18),811.8,-3.0,11.0(14),5.2,0.0,0.0,1.0,7.0,11.0,21.0,-10.0(28),52.0,2.0,3.0,199.0,9.0,0.0,16.0,26.0,-5.0,13.0,0.1,3.2,20.0,796.5(26),19.0,1021.6,1.9,21.0,,,,,,,,,
1965-13,2462,81.3(24/sep),151.0,74.0,3.0,85.0,824.6(26/mar),812.0,1.9,27.4(30/jul),17.2,0.0,1.0,82.0,53.0,132.0,144.0,-14.4(19/feb),66.0,15.0,21.0,1797.1,73.0,8.0,13.0,167.0,-9.0,86.0,5.5,9.1,138.0,785.8(01/mar),128.0,1017.6,6.2,47.0,,,,,,,,,
1966-1,2462,48.3(11),26.0,84.0,2.0,12.0,819.6(01),808.9,-0.8,11.6(28),6.2,0.0,0.0,0.0,10.0,5.0,22.0,-5.4(17),57.0,3.0,1.0,320.1,10.0,2.0,22.0,20.0,-2.8,11.0,1.5,3.8,24.0,795.6(20),22.0,1016.9,1.8,19.0,,,,,,,,,
1966-2,2462,79.8(15),22.0,88.0,0.0,3.0,820.6(05),806.8,-1.3,12.8(05),5.0,0.0,0.0,1.0,11.0,5.0,20.0,-5.0(28),56.0,5.0,3.0,364.7,3.0,0.0,26.0,22.0,-2.2,17.0,0.8,2.8,18.0,784.6(21),17.0,1015.1,1.7,16.0,,,,,,,,,
1966-3,2462,8.3(31),8.0,67.0,0.0,3.0,822.0(18),814.3,-2.4,10.0(27),2.6,0.0,0.0,16.0,0.0,7.0,5.0,-7.2(01),43.0,0.0,2.0,20.6,2.0,0.0,9.0,21.0,-2.6,3.0,1.3,4.9,4.0,808.8(31),5.0,1024.5,8.0,67.0,,,,,,,,,
1966-4,2462,21.1(12),21.0,85.0,1.0,1.0,820.2(21),808.5,-0.8,17.0(23),4.4,0.0,0.0,3.0,7.0,6.0,17.0,-6.2(21),63.0,0.0,7.0,171.9,3.0,1.0,18.0,22.0,-0.2,15.0,2.5,5.7,12.0,794.6(09),17.0,1015.6,4.8,36.0,336.0,,,,,,,,
1966-5,2462,30.7(03),9.0,68.0,2.0,1.0,819.4(02),814.3,3.8,18.2(27),9.0,0.0,0.0,5.0,3.0,17.0,12.0,-4.8(07),75.0,1.0,1.0,85.6,8.0,2.0,11.0,9.0,0.4,4.0,8.0,12.3,2.0,796.9(12),10.0,1018.2,8.3,57.0,816.0,,,,,,,,
1966-6,2462,24.3(04),7.0,70.0,1.0,3.0,825.3(26),814.9,6.4,24.6(28),14.2,0.0,0.0,9.0,5.0,14.0,9.0,-0.8(10),89.0,0.0,4.0,102.3,6.0,6.0,13.0,2.0,5.8,2.0,10.6,14.9,5.0,805.8(10),9.0,1016.9,9.1,61.0,996.0,,,,,,,,
1966-7,2462,1.8(02),1.0,52.0,0.0,3.0,821.3(12),815.6,10.6,28.8(12),18.0,0.0,0.0,11.0,0.0,19.0,2.0,2.6(18),91.0,0.0,1.0,2.1,3.0,0.0,12.0,0.0,15.2,0.0,15.4,20.3,0.0,810.6(18),1.0,1014.1,12.0,81.0,1727.0,,,,,,,,
1966-8,2462,18.7(28),1.0,47.0,0.0,2.0,821.2(11),815.7,11.2,28.6(12),18.4,0.0,0.0,20.0,1.0,10.0,5.0,3.6(31),82.0,0.0,3.0,27.6,5.0,0.0,11.0,0.0,12.4,0.0,16.4,21.5,1.0,808.2(27),4.0,1013.7,11.0,80.0,1949.0,,,,,,,,
1966-9,2462,23.8(28),7.0,56.0,2.0,1.0,822.9(08),816.4,10.0,26.2(08),18.2,0.0,0.0,8.0,4.0,15.0,9.0,3.6(29),84.0,0.0,2.0,78.8,10.0,1.0,11.0,0.0,6.4,0.0,14.1,18.2,2.0,807.2(28),6.0,1016.4,8.0,64.0,1532.0,,,,,,,,
1966-10,2462,104.9(03),24.0,94.0,0.0,1.0,820.4(03),808.2,1.7,14.8(06),9.0,0.0,0.0,1.0,11.0,6.0,20.0,-6.8(30),77.0,2.0,2.0,335.3,11.0,0.0,12.0,11.0,-3.0,12.0,3.8,5.9,21.0,795.7(04),20.0,1014.2,1.7,15.0,,,,,,,,,
1966-11,2462,116.0(06),19.0,91.0,0.0,3.0,821.7(27),809.3,-3.9,6.2(12),0.6,0.0,0.0,3.0,4.0,8.0,20.0,-8.6(20),49.0,3.0,2.0,361.0,0.0,0.0,13.0,25.0,-4.2,21.0,-1.8,0.3,16.0,788.2(05),17.0,1020.5,2.3,23.0,,,,,,,,,
1966-12,2462,13.6(01),15.0,79.0,0.0,3.0,823.3(30),813.5,-2.5,12.6(31),7.2,0.0,0.0,10.0,2.0,6.0,7.0,-8.4(05),48.0,0.0,0.0,30.8,3.0,0.0,15.0,25.0,-3.6,5.0,0.2,3.0,11.0,800.0(02),5.0,1024.1,3.7,40.0,,,,,,,,,
1966-13,2462,116.0(06/nov),160.0,73.0,8.0,36.0,825.3(26/jun),812.2,2.7,28.8(12/jul),18.4,0.0,0.0,87.0,58.0,118.0,148.0,-8.6(20/nov),68.0,14.0,28.0,1900.8,64.0,12.0,14.0,157.0,-4.2,90.0,6.1,9.5,116.0,784.6(21/feb),133.0,1017.5,6.0,47.0,,,,,,,,,
1967-1,2462,34.5(10),16.0,76.0,0.0,8.0,823.0(14),813.0,-2.6,10.6(01),7.4,0.0,0.0,5.0,2.0,10.0,16.0,-13.0(11),44.0,1.0,3.0,112.3,5.0,0.0,15.0,21.0,-5.8,14.0,-0.1,2.4,11.0,790.6(10),15.0,1023.8,3.9,41.0,111.0,,,,,,,,
1967-2,2462,15.6(15),14.0,81.0,1.0,6.0,823.6(28),810.6,-2.6,10.0(22),7.0,0.0,0.0,9.0,4.0,5.0,10.0,-6.6(18),46.0,0.0,4.0,71.6,0.0,0.0,16.0,24.0,-4.4,11.0,-0.2,2.3,9.0,794.1(16),9.0,1021.1,4.4,41.0,,,,,,,,,
1967-3,2462,58.1(08),14.0,66.0,1.0,2.0,826.1(13),815.7,0.8,13.2(23),6.6,0.0,0.0,13.0,4.0,4.0,10.0,-7.0(30),51.0,1.0,4.0,119.6,4.0,2.0,14.0,12.0,-3.2,8.0,3.9,7.0,6.0,792.9(08),7.0,1023.8,6.5,54.0,739.0,,,,,,,,
1967-4,2462,21.2(16),15.0,79.0,1.0,0.0,818.6(04),808.1,-1.1,14.4(06),6.2,0.0,0.0,3.0,4.0,12.0,17.0,-7.2(01),57.0,0.0,6.0,106.1,3.0,5.0,12.0,20.0,-2.6,13.0,2.2,5.5,4.0,789.6(08),10.0,1015.4,6.5,49.0,422.0,6.0,09/21.1(29),0.0,,,,,
1967-5,2462,29.6(11),15.0,77.0,1.0,1.0,820.2(20),810.3,0.8,16.4(21),7.0,0.0,0.0,3.0,6.0,13.0,15.0,-5.4(03),64.0,0.0,0.0,166.8,7.0,1.0,15.0,12.0,0.4,7.0,4.2,7.7,11.0,798.5(05),12.0,1016.2,6.4,44.0,,9.0,18/23.9(05),0.0,,,,,
1967-6,2462,20.3(04),8.0,62.0,0.0,0.0,822.0(21),815.7,6.1,24.0(30),17.0,0.0,0.0,10.0,2.0,12.0,8.0,0.6(18),75.0,0.0,1.0,52.0,9.0,2.0,11.0,0.0,6.8,0.0,9.9,13.7,3.0,810.6(07),6.0,1018.3,9.4,62.0,1285.0,4.0,09/21.9(04),0.0,,,,,
1967-7,2462,7.5(28),1.0,40.0,0.0,0.0,822.6(19),817.6,13.8,29.8(20),20.2,0.0,0.0,17.0,0.0,13.0,2.0,7.6(13),87.0,0.0,0.0,8.1,5.0,3.0,10.0,0.0,18.2,0.0,18.6,23.4,0.0,812.0(13),1.0,1014.0,12.5,84.0,2356.0,0.0,23/14.2(21),0.0,,,,,
1967-8,2462,5.9(04),4.0,47.0,0.0,2.0,820.2(23),816.0,11.1,26.6(22),16.4,0.0,0.0,13.0,0.0,14.0,3.0,4.8(05),83.0,0.0,0.0,11.9,6.0,2.0,9.0,0.0,11.0,0.0,16.1,21.1,3.0,807.4(09),2.0,1014.1,10.9,79.0,2026.0,1.0,18/16.1(15),0.0,,,,,
1967-9,2462,9.7(02),,61.0,0.0,2.0,820.8(29),815.0,7.7,23.2(01),14.4,0.0,0.0,,0.0,,7.0,4.0(15),82.0,0.0,1.0,26.5,10.0,1.0,10.0,0.0,10.2,0.0,11.8,15.9,2.0,804.6(21),7.0,1016.4,8.0,65.0,1095.0,4.0,14/17.2(25),0.0,,,,,
1967-10,2462,40.0(12),10.0,81.0,0.0,2.0,825.8(09),814.9,5.7,19.2(07),10.6,0.0,0.0,7.0,3.0,14.0,13.0,-3.2(30),88.0,1.0,2.0,117.3,13.0,0.0,12.0,4.0,2.2,2.0,8.7,11.7,10.0,804.7(23),11.0,1018.8,5.4,48.0,,,,,,,,,
1967-11,2462,34.8(14),20.0,91.0,0.0,3.0,822.6(22),809.4,-0.8,12.8(12),5.8,0.0,0.0,3.0,8.0,7.0,25.0,-6.8(27),62.0,3.0,0.0,234.7,8.0,0.0,13.0,19.0,-4.6,18.0,1.2,3.2,21.0,792.1(08),19.0,1017.8,2.2,22.0,172.0,,,,,,,,
1967-12,2462,36.3(19),13.0,77.0,0.0,1.0,825.8(22),812.2,-3.5,12.4(05),7.0,0.0,0.0,11.0,1.0,7.0,14.0,-14.8(11),42.0,1.0,0.0,83.5,2.0,0.0,8.0,22.0,-10.2,13.0,-1.2,1.2,13.0,798.2(10),11.0,1023.6,3.9,42.0,448.0,1.0,36/17.2(08),0.0,,,,,
1967-13,2462,58.1(08/mar),,70.0,4.0,27.0,826.1(13/mar),813.2,3.0,29.8(20/jul),20.2,0.0,0.0,,34.0,,140.0,-14.8(11/dic),65.0,7.0,21.0,1110.4,72.0,16.0,12.0,134.0,-10.2,86.0,6.3,9.6,93.0,789.6(08/abr),110.0,1018.6,6.7,53.0,,,,,,,,,
1968-1,2462,18.5(28),9.0,74.0,0.0,2.0,823.3(14),815.6,-2.8,10.6(19),4.4,0.0,0.0,10.0,1.0,12.0,7.0,-11.0(10),44.0,0.0,0.0,33.7,0.0,0.0,10.0,26.0,-3.0,9.0,0.0,2.8,8.0,805.7(28),6.0,1026.8,5.0,52.0,,5.0,36/21.7(09),0.0,,,,,
1968-2,2462,31.6(21),22.0,97.0,0.0,1.0,815.8(02),804.3,-3.8,3.2(29),0.0,0.0,0.0,0.0,9.0,6.0,25.0,-7.6(04),52.0,1.0,2.0,223.2,1.0,0.0,14.0,29.0,-4.8,25.0,-1.9,0.1,20.0,796.6(21),19.0,1014.3,1.2,11.0,10.0,8.0,18/22.2(11),0.0,,,,,
1968-3,2462,30.2(25),20.0,88.0,0.0,5.0,820.5(26),809.2,-3.3,9.6(18),3.2,0.0,0.0,1.0,2.0,9.0,17.0,-10.4(08),52.0,1.0,4.0,73.8,3.0,0.0,14.0,25.0,-5.6,17.0,-0.7,1.9,17.0,793.0(08),11.0,1019.1,3.0,25.0,,10.0,09/26.1(27),1.0,,,,,
1968-4,2462,23.6(21),20.0,88.0,2.0,1.0,817.8(24),808.5,-0.7,12.2(25),6.2,0.0,0.0,0.0,4.0,10.0,20.0,-8.0(05),65.0,0.0,4.0,124.2,6.0,5.0,15.0,19.0,-1.8,16.0,2.1,4.9,12.0,795.4(05),15.0,1015.8,4.1,30.0,,,,,,,,,
1968-5,2462,17.6(19),10.0,78.0,5.0,1.0,820.1(13),811.4,1.8,18.8(15),10.8,0.0,0.0,7.0,3.0,13.0,15.0,-5.6(07),73.0,0.0,1.0,90.9,6.0,5.0,10.0,15.0,-0.4,5.0,5.7,9.5,11.0,801.0(04),12.0,1016.2,7.2,50.0,,,,,,,,,
1968-6,2462,15.0(02),2.0,54.0,1.0,2.0,825.4(29),815.1,8.7,26.2(29),18.0,0.0,0.0,14.0,1.0,14.0,8.0,1.8(04),82.0,0.0,1.0,42.5,7.0,4.0,8.0,0.0,9.2,0.0,13.2,17.7,3.0,807.0(18),6.0,1014.8,11.2,74.0,1532.0,,,,,,,,
1968-7,2462,6.1(08),1.0,48.0,0.0,0.0,823.0(20),817.2,10.7,27.6(27),18.0,0.0,0.0,19.0,0.0,11.0,2.0,2.6(15),90.0,0.0,0.0,9.6,4.0,1.0,11.0,0.0,16.2,0.0,15.9,21.2,0.0,813.2(07),2.0,1015.0,12.2,83.0,2096.0,,,,,,,,
1968-8,2462,10.0(29),3.0,57.0,0.0,0.0,822.1(21),815.2,10.0,25.2(22),16.2,0.0,0.0,9.0,1.0,19.0,6.0,4.6(08),96.0,0.0,1.0,23.8,11.0,2.0,11.0,0.0,9.4,0.0,14.6,19.3,1.0,805.8(29),3.0,1013.7,9.6,70.0,1526.0,,,,,,,,
1968-9,2462,12.0(22),12.0,76.0,0.0,4.0,822.1(30),815.8,6.6,22.6(08),13.6,0.0,0.0,7.0,1.0,11.0,8.0,0.2(15),99.0,0.0,1.0,36.6,13.0,0.0,8.0,0.0,5.0,0.0,10.8,14.9,9.0,804.5(15),5.0,1017.7,6.9,55.0,943.0,,,,,,,,
1968-10,2462,64.8(31),6.0,59.0,1.0,1.0,823.2(11),817.0,7.5,21.6(04),13.2,0.0,0.0,8.0,2.0,17.0,9.0,0.0(17),74.0,1.0,0.0,93.2,9.0,0.0,11.0,1.0,5.8,1.0,11.2,15.0,5.0,798.8(31),3.0,1019.4,6.8,61.0,1177.0,,,,149.0,,,,
1968-11,2462,74.2(27),17.0,78.0,0.0,1.0,821.0(24),807.0,0.9,14.4(22),8.2,0.0,0.0,1.0,8.0,12.0,16.0,-5.8(17),57.0,2.0,0.0,240.6,10.0,0.0,14.0,13.0,-0.6,8.0,3.3,5.7,16.0,791.0(01),14.0,1013.2,2.9,29.0,,,,,,,,,
1968-12,2462,30.4(13),19.0,90.0,0.0,8.0,824.5(23),807.4,-2.9,8.6(22),4.8,0.0,0.0,4.0,5.0,8.0,18.0,-10.8(28),51.0,1.0,1.0,148.5,0.0,0.0,15.0,25.0,-6.0,19.0,-1.2,0.6,17.0,790.6(17),15.0,1017.5,2.0,21.0,,,,,,,,,
1968-13,2462,74.2(27/nov),141.0,74.0,9.0,26.0,825.4(29/jun),812.0,2.7,27.6(27/jul),18.0,0.0,0.0,80.0,37.0,142.0,151.0,-11.0(10/ene),70.0,6.0,15.0,1140.6,70.0,17.0,12.0,153.0,-6.0,100.0,6.1,9.5,119.0,790.6(17/dic),111.0,1017.0,6.0,47.0,,,,,,,,,
1969-1,2462,21.5(09),16.0,76.0,0.0,10.0,819.8(24),808.6,-1.9,12.4(20),6.2,0.0,0.0,6.0,2.0,9.0,15.0,-8.8(01),49.0,0.0,0.0,80.3,5.0,1.0,13.0,22.0,-3.8,12.0,0.7,3.2,17.0,784.5(14),12.0,1017.2,3.4,36.0,,,,,166.0,,,,
1969-2,2462,72.2(21),15.0,80.0,2.0,5.0,813.8(05),802.4,-5.9,6.6(06),0.0,0.0,0.0,4.0,6.0,9.0,14.0,-12.6(04),39.0,2.0,2.0,219.2,0.0,0.0,14.0,28.0,-8.6,16.0,-3.3,-0.7,15.0,786.1(19),14.0,1012.9,3.8,36.0,,,,,169.0,,,,
1969-3,2462,43.9(12),22.0,90.0,0.0,3.0,815.3(20),804.9,-3.4,7.2(20),2.0,0.0,0.0,1.0,8.0,8.0,21.0,-10.8(30),53.0,2.0,3.0,229.6,4.0,0.0,16.0,28.0,-5.6,18.0,-1.0,1.4,17.0,793.7(15),16.0,1014.1,3.0,25.0,,,,,178.0,,,,
1969-4,2462,31.6(27),16.0,84.0,0.0,4.0,824.8(11),809.9,-0.2,13.4(24),6.2,0.0,0.0,4.0,4.0,10.0,16.0,-4.2(14),63.0,1.0,2.0,143.0,7.0,3.0,13.0,18.0,-1.8,11.0,2.5,5.1,13.0,800.5(30),13.0,1017.3,5.4,40.0,,,,,130.0,,,,
1969-5,2462,76.0(08),19.0,84.0,0.0,3.0,818.1(11),810.3,2.1,16.6(11),11.0,0.0,0.0,1.0,8.0,11.0,20.0,-4.0(02),76.0,2.0,0.0,268.0,7.0,2.0,18.0,15.0,1.6,13.0,5.1,8.2,17.0,800.0(01),19.0,1015.4,5.1,35.0,,,,,186.0,,,,
1969-6,2462,21.2(14),10.0,67.0,0.0,1.0,820.9(28),812.5,6.4,23.4(30),15.4,0.0,0.0,8.0,3.0,12.0,12.0,1.0(24),84.0,0.0,2.0,78.4,12.0,1.0,8.0,0.0,7.2,0.0,10.2,14.0,6.0,804.3(09),10.0,1013.9,9.0,60.0,886.0,,,,100.0,,,,
1969-7,2462,4.6(05),2.0,45.0,0.0,0.0,826.4(11),819.6,12.8,27.2(21),18.6,0.0,0.0,16.0,0.0,13.0,4.0,5.8(07),89.0,0.0,0.0,10.7,4.0,2.0,9.0,0.0,14.0,0.0,17.1,21.5,1.0,811.9(01),3.0,1017.4,11.4,77.0,1939.0,,,,111.0,,,,
1969-8,2462,21.5(31),1.0,47.0,0.0,0.0,821.8(06),815.9,10.4,26.4(08),16.4,0.0,0.0,13.0,1.0,17.0,5.0,2.2(25),85.0,0.0,0.0,30.0,5.0,4.0,10.0,0.0,8.2,0.0,15.4,20.4,1.0,811.0(30),4.0,1014.0,11.2,81.0,1710.0,,,,114.0,,,,
1969-9,2462,37.0(12),11.0,82.0,2.0,3.0,821.6(25),813.3,4.5,17.6(24),9.6,0.0,0.0,5.0,5.0,14.0,20.0,-1.0(14),85.0,1.0,3.0,162.5,15.0,4.0,9.0,5.0,4.0,3.0,7.7,10.8,14.0,802.0(14),17.0,1017.3,4.6,37.0,,,,,115.0,,,,
1969-10,2462,51.5(18),15.0,85.0,0.0,6.0,823.4(27),814.7,4.9,15.0(11),7.0,0.0,0.0,9.0,6.0,7.0,9.0,2.6(14),86.0,2.0,0.0,176.6,9.0,0.0,11.0,0.0,4.8,0.0,7.5,10.1,16.0,799.4(19),9.0,1019.5,5.1,47.0,,,,,131.0,,,,
1969-11,2462,102.3(22),14.0,78.0,0.0,1.0,820.6(01),809.1,-1.7,15.0(01),7.2,0.0,0.0,5.0,3.0,11.0,18.0,-11.8(30),50.0,1.0,0.0,178.7,4.0,0.0,12.0,18.0,-9.0,15.0,1.1,3.9,16.0,792.5(23),13.0,1017.8,4.0,40.0,,,,,123.0,,,,
1969-12,2462,33.1(17),21.0,90.0,0.0,2.0,818.6(23),808.1,-4.7,6.8(21),0.4,0.0,0.0,3.0,5.0,7.0,22.0,-13.0(01),46.0,1.0,1.0,172.4,1.0,0.0,16.0,30.0,-7.8,21.0,-2.9,-1.0,20.0,786.1(30),21.0,1019.8,1.7,19.0,,,,,139.0,,,,
1969-13,2462,102.3(22/nov),162.0,76.0,4.0,38.0,826.4(11/jul),810.8,1.9,27.2(21/jul),18.6,0.0,0.0,75.0,51.0,128.0,176.0,-13.0(01/dic),67.0,12.0,13.0,1749.4,73.0,17.0,12.0,164.0,-9.0,109.0,5.0,8.1,153.0,784.5(14/ene),151.0,1016.4,5.6,44.0,,,,,139.0,,,,
1970-1,2462,90.3(10),23.0,94.0,0.0,0.0,816.0(18),804.1,-2.0,5.6(24),2.4,0.0,0.0,0.0,12.0,8.0,25.0,-7.8(02),56.0,5.0,0.0,462.6,8.0,0.0,16.0,26.0,-3.0,20.0,-0.3,1.4,24.0,787.2(12),24.0,1012.8,0.9,9.0,,,,,196.0,,,,
1970-2,2462,9.5(13),11.0,79.0,0.0,0.0,822.6(19),812.5,-3.8,9.0(23),1.6,0.0,0.0,5.0,0.0,12.0,12.0,-10.2(14),44.0,0.0,0.0,46.5,1.0,0.0,12.0,25.0,-6.6,12.0,-1.0,1.8,11.0,797.6(14),10.0,1023.9,4.9,46.0,,,,,133.0,,,,
1970-3,2462,16.0(22),12.0,74.0,0.0,0.0,819.2(19),807.3,-4.2,11.0(20),2.0,0.0,0.0,8.0,3.0,10.0,11.0,-10.0(04),42.0,0.0,2.0,72.0,1.0,0.0,10.0,28.0,-5.4,14.0,-1.2,1.9,6.0,794.4(14),9.0,1017.5,5.6,47.0,,,,,109.0,,,,
1970-4,2462,4.2(28),9.0,64.0,0.0,2.0,823.4(16),813.3,-1.2,18.0(17),10.2,0.0,0.0,6.0,0.0,15.0,11.0,-9.8(29),48.0,0.0,1.0,23.7,3.0,0.0,11.0,18.0,-1.0,10.0,2.9,7.0,11.0,795.2(08),9.0,1021.2,8.5,64.0,,,,,123.0,,,,
1970-5,2462,26.1(08),12.0,67.0,0.0,1.0,821.3(24),811.9,3.5,20.6(24),14.1,0.0,0.0,8.0,7.0,8.0,14.0,-5.2(07),64.0,0.0,0.0,147.5,1.0,1.0,13.0,11.0,-1.2,13.0,7.0,10.4,13.0,793.3(09),13.0,1016.0,8.2,56.0,,,,,150.0,,,,
1970-6,2462,35.2(07),8.0,66.0,0.0,1.0,822.1(01),814.5,7.1,22.6(02),13.8,0.0,0.0,4.0,3.0,18.0,11.0,0.4(18),88.0,1.0,1.0,91.0,11.0,1.0,10.0,0.0,4.6,0.0,11.2,15.2,8.0,802.2(06),7.0,1015.5,9.1,60.0,1007.0,,,,126.0,,,,
1970-7,2462,42.6(30),0.0,42.0,0.0,1.0,821.3(24),817.2,11.7,26.0(12),17.2,0.0,0.0,19.0,1.0,12.0,3.0,5.8(08),84.0,1.0,0.0,43.0,3.0,3.0,10.0,0.0,15.6,0.0,16.9,22.1,1.0,810.6(20),1.0,1014.3,12.6,85.0,1979.0,,,,120.0,,,,
1970-8,2462,24.1(02),3.0,52.0,1.0,1.0,820.8(10),815.4,10.1,24.0(11),15.4,0.0,0.0,19.0,1.0,9.0,2.0,6.4(20),88.0,0.0,0.0,29.1,1.0,2.0,10.0,0.0,15.0,0.0,14.6,19.1,1.0,805.3(09),2.0,1014.1,11.1,80.0,1594.0,,,,124.0,,,,
1970-9,2462,8.1(10),0.0,45.0,0.0,1.0,825.0(05),817.6,10.4,26.6(06),16.2,0.0,0.0,18.0,0.0,12.0,2.0,1.4(11),75.0,0.0,1.0,8.4,3.0,1.0,8.0,0.0,10.8,0.0,15.2,20.0,1.0,807.2(10),1.0,1016.8,9.6,76.0,1730.0,,,,109.0,,,,
1970-10,2462,3.0(09),,64.0,3.0,1.0,823.8(02),815.7,2.7,18.6(05),9.2,0.0,1.0,,0.0,,6.0,-6.8(21),61.0,0.0,1.0,8.9,1.0,0.0,9.0,8.0,-2.0,2.0,6.6,10.5,2.0,804.0(07),4.0,1021.4,7.2,65.0,910.0,,,,108.0,,,,
1970-11,2462,36.3(20),,75.0,0.0,0.0,824.5(02),813.4,1.7,17.2(02),8.6,0.0,0.0,,7.0,,14.0,-6.0(16),61.0,1.0,2.0,175.1,9.0,0.0,14.0,12.0,-1.2,5.0,4.5,7.3,12.0,802.5(19),13.0,1020.3,3.6,36.0,,,,,178.0,,,,
1970-12,2462,13.5(25),,79.0,0.0,1.0,822.6(12),809.9,-5.3,9.2(05),4.0,0.0,0.0,,3.0,,12.0,-16.6(31),38.0,0.0,4.0,60.4,0.0,0.0,7.0,29.0,-9.0,15.0,-3.0,-0.7,10.0,789.3(29),10.0,1022.2,3.5,38.0,,,,,96.0,,,,
1970-13,2462,90.3(10/ene),,67.0,4.0,9.0,825.0(05/sep),812.7,2.6,26.6(06/sep),17.2,0.0,1.0,,37.0,,123.0,-16.6(31/dic),62.0,8.0,12.0,1168.2,42.0,8.0,11.0,157.0,-9.0,91.0,6.1,9.7,100.0,787.2(12/ene),103.0,1018.0,7.1,55.0,,,,,131.0,,,,
1971-1,2462,29.8(19),18.0,82.0,0.0,2.0,821.6(09),807.5,-4.0,12.4(07),5.4,0.0,0.0,4.0,5.0,7.0,22.0,-16.8(01),43.0,0.0,3.0,171.9,0.0,0.0,14.0,27.0,-11.0,22.0,-1.5,1.0,19.0,789.3(21),21.0,1018.1,2.4,25.0,,,,,179.0,,,,
1971-2,2462,13.7(15),,69.0,0.0,0.0,820.9(06),812.6,-2.6,10.0(26),2.2,0.0,0.0,,1.0,,6.0,-9.0(03),40.0,0.0,0.0,35.9,2.0,0.0,11.0,22.0,-5.6,5.0,0.2,3.1,8.0,794.1(16),5.0,1023.1,5.8,54.0,,,,,131.0,,,,
1971-3,2462,23.4(30),15.0,83.0,0.0,0.0,816.6(25),805.0,-5.9,6.0(29),0.0,0.0,0.0,9.0,6.0,7.0,16.0,-10.4(07),41.0,0.0,0.0,138.7,0.0,0.0,15.0,31.0,-7.0,17.0,-3.3,-0.7,16.0,790.2(19),16.0,1016.1,4.3,36.0,,,,,173.0,,,,
1971-4,2462,49.4(06),21.0,91.0,6.0,0.0,816.0(15),804.3,-0.2,10.4(19),5.0,0.0,0.0,0.0,8.0,9.0,22.0,-5.2(24),64.0,2.0,2.0,230.5,4.0,3.0,12.0,17.0,-1.6,14.0,1.9,4.1,12.0,783.4(03),20.0,1011.0,3.4,25.0,,,,,162.0,,,,
1971-5,2462,26.0(14),24.0,94.0,4.0,1.0,818.1(10),807.3,1.2,13.2(11),7.0,0.0,0.0,1.0,18.0,6.0,27.0,-5.0(25),76.0,0.0,4.0,334.9,8.0,5.0,11.0,10.0,-0.2,16.0,3.5,5.8,19.0,797.7(17),26.0,1013.2,3.1,21.0,,,,,142.0,,,,
1971-6,2462,34.4(04),,76.0,5.0,0.0,824.5(18),813.6,5.4,22.8(29),15.0,0.0,0.0,,5.0,,15.0,-2.6(11),87.0,1.0,4.0,158.6,8.0,5.0,9.0,4.0,2.2,2.0,8.9,12.5,7.0,802.5(05),13.0,1016.4,7.9,52.0,773.0,,,,113.0,,,,
1971-7,2462,9.3(04),1.0,61.0,0.0,0.0,821.0(08),816.5,10.4,26.4(30),17.0,0.0,0.0,8.0,0.0,22.0,8.0,7.4(19),104.0,0.0,0.0,29.8,10.0,5.0,9.0,0.0,13.2,0.0,14.7,18.9,0.0,808.6(23),6.0,1015.3,10.7,73.0,1417.0,,,,136.0,,,,
