fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
1968-2,3195,18.1(21),16.0,76.0,1.0,5.0,3.6,949.4(02),1014.7,936.3,4.2,14.4(10),8.2,0.0,0.0,0.0,3.0,13.0,33.0,20.0,-1.2(04),77.0,0.0,3.0,285.0,86.5,19.0,0.0,1.0,8.0,0.0,7.2,10.2,0.0,927.7(21),13.0,5.0,23/17.2(07),0.0,198.0,14.0,,,
1968-3,3195,20.9(25),11.0,63.0,0.0,11.0,5.0,951.4(26),1018.7,940.4,4.7,21.6(27),9.8,0.0,0.0,1.0,1.0,16.0,41.0,14.0,-0.6(08),71.0,0.0,0.0,637.0,41.6,14.0,0.0,2.0,3.0,2.0,8.9,13.1,0.0,924.6(07),7.0,6.0,36/18.3(16),0.0,237.0,16.0,,,
1968-4,3195,23.9(22),17.0,64.0,1.0,1.0,6.9,947.2(24),1015.8,938.7,7.6,23.8(19),12.2,0.0,0.0,1.0,2.0,11.0,51.0,14.0,1.0(07),90.0,0.0,0.0,645.0,76.1,15.0,3.0,0.0,8.8,0.0,12.1,16.6,0.0,925.7(05),8.0,5.0,23/21.7(28),0.0,209.0,16.0,,,
1968-5,3195,7.7(24),8.0,48.0,0.0,0.0,9.6,948.6(13),1016.0,939.9,10.3,28.8(17),15.8,0.0,0.0,6.0,0.0,17.0,66.0,11.0,5.0(06),87.0,0.0,0.0,1113.0,15.0,12.0,1.0,0.0,9.8,0.0,15.7,21.1,0.0,929.4(19),4.0,7.0,23/20.0(04),0.0,238.0,16.0,,,
1968-6,3195,1.8(10),,40.0,0.0,0.0,12.1,949.7(30),1015.3,940.9,16.0,35.6(29),22.6,11.0,0.0,,0.0,,81.0,4.0,10.2(04),106.0,0.0,0.0,1664.0,3.5,4.0,4.0,0.0,21.6,0.0,22.0,28.1,0.0,932.2(10),2.0,5.0,23/20.3(17),0.0,206.0,14.0,,,
1968-7,3195,0.2(08),3.0,37.0,0.0,0.0,12.4,947.7(18),1016.1,942.2,18.1,36.2(27),23.6,15.0,0.0,19.0,0.0,6.0,85.0,2.0,12.6(18),113.0,0.0,0.0,2051.0,0.4,3.0,1.0,0.0,26.0,0.0,24.3,30.6,0.0,938.0(30),0.0,5.0,36/20.0(02),0.0,205.0,13.0,,,
1968-8,3195,13.7(27),,42.0,0.0,0.0,11.0,947.6(20),1014.5,940.4,17.6,34.6(23),21.8,14.0,0.0,,1.0,,80.0,6.0,14.0(29),115.0,0.0,0.0,1614.0,26.0,6.0,4.0,0.0,22.0,0.0,23.2,28.9,0.0,932.5(28),3.0,0.0,05/15.0(02),0.0,221.0,12.0,,,
1968-9,3195,4.8(17),,56.0,0.0,2.0,8.7,951.0(30),1018.4,943.0,14.4,30.2(08),18.5,2.0,0.0,,0.0,,70.0,7.0,7.6(18),122.0,0.0,0.0,1055.0,16.0,8.0,0.0,0.0,15.2,0.0,19.3,24.1,0.0,934.0(14),4.0,3.0,23/17.2(14),0.0,211.0,14.0,,,
1968-10,3195,7.0(31),6.0,52.0,0.0,0.0,7.0,951.7(21),1020.7,944.6,12.5,27.9(04),14.6,0.0,0.0,8.0,0.0,17.0,62.0,4.0,8.6(26),101.0,0.0,0.0,992.0,11.1,4.0,0.0,0.0,17.0,0.0,17.5,22.6,0.0,928.9(31),3.0,2.0,23/20.0(30),0.0,157.0,7.0,,,
1968-11,3195,24.5(27),,80.0,1.0,13.0,4.3,950.6(24),1014.7,936.9,6.0,19.6(14),10.2,0.0,0.0,,1.0,,43.0,15.0,1.0(17),93.0,0.0,2.0,273.0,65.1,13.0,0.0,0.0,8.8,0.0,9.2,12.3,0.0,920.2(01),10.0,1.0,18/21.1(01),0.0,149.0,8.0,,,
1968-12,3195,13.0(07),,78.0,0.0,14.0,3.7,955.7(23),1017.8,939.0,4.0,13.8(08),8.0,0.0,1.0,,1.0,,40.0,13.0,-2.5(29),77.0,0.0,5.0,304.0,41.0,11.0,0.0,3.0,5.0,0.0,6.6,9.2,0.0,919.8(17),6.0,10.0,23/23.1(16),0.0,203.0,13.0,,,
1968-13,3195,24.5(27/nov),,58.0,3.0,61.0,7.6,955.7(14/ene),1017.5,940.8,9.8,36.2(27/jul),23.6,42.0,2.0,,9.0,,61.0,112.0,-4.8(11/ene),93.0,0.0,13.0,11127.0,383.3,112.0,13.0,16.0,3.0,2.0,14.4,19.0,0.0,919.8(17/dic),60.0,54.0,23/23.1(16/dic),0.0,199.0,13.0,,,
1969-1,3195,15.8(09),17.0,79.0,0.0,15.0,3.5,951.1(02),1019.0,940.2,3.9,14.6(21),9.6,0.0,0.0,6.0,2.0,8.0,36.0,14.0,-2.2(01),80.0,0.0,0.0,250.0,43.8,14.0,0.0,4.0,4.0,1.0,6.9,9.8,0.0,913.6(13),9.0,6.0,27/21.1(16),0.0,181.0,10.0,,,
1969-2,3195,23.6(18),10.0,65.0,1.0,9.0,5.8,949.0(11),1013.6,934.7,1.3,12.5(18),6.6,0.0,0.0,3.0,3.0,15.0,54.0,16.0,-3.6(05),59.0,0.0,0.0,386.0,91.2,13.0,0.0,9.0,4.8,3.0,5.1,8.9,0.0,916.7(19),13.0,8.0,23/22.5(19),0.0,237.0,15.0,,,
1969-3,3195,28.9(13),17.0,66.0,0.0,6.0,5.3,946.3(30),1013.9,936.0,5.3,16.6(20),9.6,0.0,0.0,2.0,2.0,12.0,44.0,16.0,-0.6(30),76.0,0.0,0.0,525.0,82.8,16.0,0.0,1.0,6.4,0.0,9.0,12.7,0.0,923.5(15),11.0,8.0,23/23.6(17),0.0,247.0,15.0,,,
1969-4,3195,27.2(27),11.0,60.0,1.0,0.0,7.5,955.6(11),1017.0,939.9,7.6,24.6(24),13.4,0.0,0.0,5.0,2.0,14.0,56.0,11.0,4.4(02),86.0,0.0,0.0,750.0,64.5,12.0,3.0,0.0,9.6,0.0,12.4,17.2,0.0,930.3(30),7.0,5.0,23/18.1(21),0.0,237.0,14.0,,,
1969-5,3195,7.1(02),14.0,61.0,4.0,1.0,,946.1(12),1015.8,939.5,10.3,28.0(11),16.3,0.0,0.0,1.0,0.0,15.0,,13.0,6.4(05),104.0,0.0,0.0,1085.0,39.3,10.0,1.0,0.0,12.4,0.0,15.0,19.7,0.0,929.7(01),10.0,2.0,23/17.2(02),0.0,235.0,14.0,,,
1969-6,3195,23.1(11),8.0,52.0,6.0,1.0,9.6,948.8(03),1014.7,939.6,13.4,33.6(29),21.0,4.0,0.0,6.0,2.0,14.0,64.0,9.0,8.2(06),113.0,0.0,0.0,1120.0,53.0,3.0,2.0,0.0,18.0,0.0,18.7,23.9,0.0,932.0(09),6.0,2.0,05/16.1(05),0.0,216.0,11.0,,,
1969-7,3195,6.6(04),,37.0,0.0,0.0,,953.6(12),1018.4,944.5,18.9,35.0(21),22.4,21.0,0.0,,0.0,,,2.0,10.4(08),116.0,0.0,0.0,1949.0,8.1,3.0,1.0,0.0,26.0,0.0,25.0,31.1,0.0,935.3(01),2.0,2.0,05/17.8(10),0.0,223.0,10.0,,,
1969-8,3195,3.9(09),,39.0,0.0,0.0,,948.0(25),1015.0,941.0,17.6,34.0(08),22.8,13.0,0.0,,0.0,,,3.0,11.8(25),111.0,0.0,0.0,1846.0,9.0,3.0,2.0,0.0,16.8,0.0,23.4,29.1,0.0,935.6(11),3.0,2.0,23/20.0(20),0.0,232.0,9.0,,,
1969-9,3195,22.0(12),4.0,66.0,0.0,0.0,,950.5(22),1017.4,941.4,12.3,26.2(11),14.6,0.0,0.0,2.0,2.0,21.0,,10.0,7.6(19),122.0,0.0,0.0,712.0,54.6,10.0,3.0,0.0,15.2,0.0,16.7,21.2,0.0,932.0(12),6.0,0.0,32/14.2(18),0.0,194.0,9.0,,,
1969-10,3195,17.4(17),9.0,71.0,0.0,0.0,,954.4(27),1020.1,943.4,11.2,21.5(01),14.4,0.0,0.0,8.0,1.0,14.0,,7.0,7.8(29),119.0,0.0,0.0,550.0,48.8,9.0,0.0,0.0,14.4,0.0,15.0,18.8,0.0,928.1(19),7.0,0.0,36/13.1(01),0.0,183.0,5.0,,,
1969-11,3195,27.2(11),8.0,75.0,0.0,10.0,,950.2(02),1018.8,940.3,4.8,17.6(01),11.4,0.0,0.0,6.0,3.0,16.0,,11.0,-0.2(30),82.0,0.0,0.0,323.0,70.2,11.0,0.0,1.0,4.4,0.0,8.0,11.2,0.0,923.7(23),8.0,2.0,36/18.3(30),0.0,198.0,8.0,,,
1969-12,3195,9.2(31),4.0,70.0,1.0,7.0,,950.9(23),1019.5,940.3,1.9,14.6(16),7.6,0.0,1.0,6.0,0.0,19.0,,8.0,-1.8(13),64.0,0.0,3.0,409.0,24.2,5.0,0.0,7.0,4.2,3.0,5.5,9.1,0.0,918.4(30),6.0,8.0,36/21.9(05),0.0,201.0,11.0,,,
1969-13,3195,28.9(13/mar),,62.0,13.0,49.0,,955.6(11/abr),1016.9,940.1,9.0,35.0(21/jul),22.8,38.0,1.0,,17.0,,,120.0,-3.6(05/feb),94.0,0.0,3.0,9905.0,589.5,109.0,12.0,22.0,4.0,7.0,13.4,17.7,0.0,913.6(13/ene),88.0,45.0,23/23.6(17/mar),0.0,215.0,11.0,,,
1970-1,3195,25.3(03),20.0,86.0,0.0,11.0,,947.7(18),1014.0,935.6,5.0,13.8(04),8.4,0.0,0.0,0.0,7.0,10.0,,24.0,0.0(02),87.0,0.0,0.0,198.0,156.1,25.0,0.0,1.0,3.0,1.0,7.1,9.2,0.0,917.4(11),16.0,5.0,36/18.3(09),0.0,189.0,9.0,,,
1970-2,3195,3.9(06),4.0,63.0,0.0,9.0,,954.9(19),1023.9,944.7,3.0,17.0(22),7.6,0.0,0.0,4.0,0.0,19.0,,6.0,-1.0(15),64.0,0.0,0.0,473.0,9.5,6.0,0.0,3.0,6.0,2.0,7.1,11.3,0.0,932.0(13),4.0,7.0,09/23.9(03),0.0,202.0,10.0,,,
1970-3,3195,7.0(22),,50.0,0.0,1.0,,950.1(20),1017.2,938.8,3.2,18.8(20),8.6,0.0,0.0,,0.0,,,9.0,-1.6(03),54.0,0.0,0.0,770.0,14.6,10.0,0.0,3.0,8.4,0.0,8.1,12.9,0.0,925.4(03),5.0,3.0,36/18.9(15),0.0,214.0,9.0,,,
1970-4,3195,0.5(01),,41.0,0.0,0.0,10.2,954.1(21),1020.8,943.5,7.3,27.8(17),14.0,0.0,0.0,,0.0,,76.0,6.0,0.0(03),61.0,0.0,0.0,1264.0,1.4,7.0,0.0,1.0,11.8,0.0,13.1,18.9,0.0,924.2(07),0.0,6.0,36/20.3(20),0.0,250.0,13.0,,,
1970-5,3195,3.9(10),10.0,45.0,0.0,0.0,9.5,951.8(01),1016.2,940.2,11.0,31.0(24),19.2,2.0,0.0,6.0,0.0,13.0,66.0,11.0,4.6(08),81.0,0.0,0.0,1386.0,18.8,11.0,0.0,0.0,11.8,0.0,16.5,22.0,0.0,924.9(08),6.0,3.0,36/17.2(25),0.0,233.0,11.0,,,
1970-6,3195,8.3(07),7.0,48.0,0.0,0.0,10.1,948.9(20),1016.0,941.2,15.5,31.6(02),20.0,6.0,0.0,7.0,0.0,16.0,67.0,6.0,9.6(06),112.0,0.0,0.0,1396.0,17.7,6.0,1.0,0.0,16.8,0.0,20.7,25.8,0.0,929.4(05),4.0,1.0,32/16.4(05),0.0,191.0,7.0,,,
1970-7,3195,9.4(30),1.0,35.0,0.0,0.0,,947.4(05),1015.6,941.9,18.1,35.0(12),21.4,22.0,0.0,17.0,0.0,12.0,,2.0,12.0(16),108.0,0.0,0.0,2064.0,11.5,2.0,1.0,0.0,25.6,0.0,24.6,31.2,0.0,933.7(20),2.0,2.0,05/20.0(16),0.0,217.0,9.0,,,
1970-8,3195,10.3(02),,43.0,1.0,0.0,,947.0(10),1014.7,940.6,17.2,33.0(12),20.2,11.0,0.0,,1.0,,,1.0,14.6(06),118.0,0.0,0.0,1694.0,10.3,1.0,1.0,0.0,25.0,0.0,23.0,28.8,0.0,934.1(18),1.0,1.0,23/23.1(02),0.0,200.0,8.0,,,
1970-9,3195,0.0(--),0.0,44.0,0.0,0.0,,951.3(30),1018.0,943.3,16.5,33.4(05),20.4,11.0,0.0,18.0,0.0,12.0,,0.0,11.4(12),114.0,0.0,0.0,1516.0,0.0,0.0,0.0,0.0,22.0,0.0,22.2,27.9,0.0,932.4(10),0.0,0.0,23/14.4(16),0.0,163.0,4.0,,,
1970-10,3195,2.4(11),3.0,54.0,0.0,0.0,,953.3(25),1021.8,944.7,9.2,26.6(01),15.2,0.0,0.0,20.0,0.0,8.0,,3.0,2.0(22),85.0,0.0,0.0,921.0,4.8,3.0,0.0,0.0,12.0,0.0,14.0,18.8,0.0,933.2(07),2.0,2.0,05/18.1(11),0.0,189.0,5.0,,,
1970-11,3195,12.7(20),11.0,67.0,0.0,1.0,4.9,954.4(02),1021.2,943.5,8.2,21.4(04),11.6,0.0,0.0,4.0,2.0,15.0,48.0,12.0,3.2(22),89.0,0.0,0.0,534.0,47.4,15.0,0.0,0.0,9.4,0.0,11.6,14.9,0.0,932.2(19),7.0,3.0,36/20.3(29),0.0,193.0,7.0,,,
1970-12,3195,4.2(08),3.0,74.0,0.0,12.0,,955.7(12),1023.2,943.0,0.1,13.2(10),4.8,0.0,0.0,9.0,0.0,19.0,,7.0,-4.8(25),58.0,0.0,0.0,197.0,13.5,2.0,0.0,18.0,1.8,5.0,3.3,6.4,0.0,921.0(29),4.0,2.0,13/16.4(10),0.0,150.0,4.0,,,
1970-13,3195,25.3(03/ene),,54.0,1.0,34.0,,955.7(12/dic),1018.6,941.8,9.5,35.0(12/jul),21.4,52.0,0.0,,10.0,,,87.0,-4.8(25/dic),86.0,0.0,0.0,12413.0,305.6,88.0,3.0,26.0,1.8,8.0,14.3,19.0,0.0,917.4(11/ene),51.0,35.0,09/23.9(03/feb),0.0,199.0,8.0,,,
1971-1,3195,9.4(20),14.0,76.0,0.0,6.0,3.8,953.3(07),1019.5,940.0,1.7,13.6(10),8.0,0.0,0.0,4.0,0.0,13.0,39.0,19.0,-6.5(03),67.0,0.0,0.0,,49.5,17.0,0.0,11.0,1.6,3.0,4.7,7.6,0.0,919.0(21),10.0,,,,,7.0,,,
1971-2,3195,8.8(09),5.0,58.0,1.0,3.0,7.6,953.3(06),1023.2,944.3,3.4,18.4(24),7.8,0.0,0.0,12.0,0.0,11.0,71.0,4.0,-1.0(02),61.0,0.0,0.0,678.0,12.9,3.0,1.0,2.0,6.4,0.0,8.1,12.7,0.0,926.4(16),3.0,6.0,27/18.1(15),0.0,203.0,8.0,,,
1971-3,3195,15.2(19),10.0,56.0,1.0,3.0,6.3,948.5(11),1015.8,937.1,2.1,18.0(26),7.8,0.0,0.0,9.0,2.0,12.0,52.0,11.0,-3.7(06),54.0,0.0,0.0,,66.0,7.0,0.0,7.0,0.8,3.0,6.4,10.7,0.0,921.3(19),8.0,8.0,27/21.1(15),0.0,265.0,13.0,,,
1971-4,3195,21.0(06),16.0,65.0,2.0,1.0,6.5,946.2(15),1010.7,933.9,7.9,22.0(18),11.0,0.0,0.0,0.0,2.0,14.0,49.0,17.0,4.2(03),89.0,0.0,0.0,646.0,66.4,16.0,2.0,0.0,9.0,0.0,12.1,16.2,0.0,913.0(02),8.0,1.0,27/18.6(23),0.0,182.0,6.0,,,
1971-5,3195,19.3(06),20.0,72.0,1.0,2.0,5.5,946.1(09),1012.9,936.5,9.6,24.2(10),14.0,0.0,0.0,0.0,6.0,11.0,38.0,26.0,3.6(25),111.0,0.0,0.0,493.0,132.5,25.0,6.0,0.0,10.0,0.0,13.5,17.4,0.0,927.4(17),19.0,0.0,05/13.3(01),0.0,177.0,6.0,,,
1971-6,3195,17.9(04),4.0,57.0,1.0,0.0,10.8,952.1(18),1016.6,941.2,13.0,33.4(29),20.8,6.0,0.0,6.0,1.0,20.0,72.0,14.0,7.0(11),118.0,0.0,0.0,1060.0,53.7,13.0,1.0,0.0,14.6,0.0,18.2,23.3,0.0,932.0(05),10.0,1.0,32/16.1(10),0.0,211.0,8.0,,,
1971-7,3195,4.3(01),0.0,47.0,0.0,0.0,11.9,948.0(08),1016.0,941.9,17.7,35.2(30),21.2,10.0,0.0,8.0,0.0,23.0,80.0,4.0,15.4(06),134.0,0.0,0.0,1602.0,7.4,5.0,5.0,0.0,24.6,0.0,23.4,29.0,0.0,934.0(16),2.0,1.0,32/16.1(16),0.0,204.0,10.0,,,
1971-8,3195,4.6(29),4.0,43.0,0.0,0.0,11.1,949.2(28),1015.3,941.0,16.5,34.0(13),20.4,10.0,0.0,13.0,0.0,14.0,81.0,2.0,12.7(07),115.0,0.0,0.0,1609.0,5.4,4.0,0.0,0.0,22.2,0.0,22.3,28.2,0.0,934.6(06),1.0,0.0,36/13.9(08),0.0,195.0,7.0,,,
1971-9,3195,7.4(08),1.0,50.0,1.0,0.0,9.4,948.5(30),1018.4,943.2,15.3,31.6(03),19.8,3.0,0.0,11.0,0.0,18.0,75.0,3.0,11.9(19),118.0,0.0,0.0,1207.0,11.9,2.0,2.0,0.0,20.0,0.0,20.5,25.7,0.0,936.9(09),3.0,,,,,3.0,,,
1971-10,3195,5.5(08),6.0,63.0,1.0,0.0,7.7,955.2(21),1024.7,948.1,12.3,25.6(01),15.4,0.0,0.0,6.0,0.0,19.0,69.0,6.0,8.8(31),117.0,0.0,0.0,729.0,16.5,6.0,2.0,0.0,16.6,0.0,16.4,20.5,0.0,942.4(11),4.0,2.0,13/17.2(25),0.0,135.0,2.0,,,
1971-11,3195,3.5(06),7.0,57.0,0.0,5.0,6.1,956.6(04),1020.2,941.5,3.8,18.0(01),10.0,0.0,0.0,11.0,0.0,12.0,62.0,7.0,-1.2(28),62.0,0.0,0.0,609.0,7.1,9.0,0.0,4.0,4.8,0.0,7.7,11.6,0.0,929.4(09),2.0,7.0,36/19.7(10),0.0,224.0,9.0,,,
1971-12,3195,41.5(29),14.0,69.0,0.0,5.0,3.9,959.7(20),1025.4,946.2,4.5,15.0(11),8.2,0.0,0.0,5.0,2.0,12.0,41.0,16.0,1.0(11),71.0,1.0,0.0,414.0,78.2,16.0,0.0,0.0,4.0,1.0,7.4,10.3,0.0,924.2(29),11.0,3.0,27/21.9(04),0.0,175.0,6.0,,,
1971-13,3195,41.5(29/dic),101.0,59.0,8.0,25.0,7.6,959.7(20/dic),1018.2,941.2,9.0,35.2(30/jul),21.2,29.0,0.0,85.0,13.0,179.0,61.0,129.0,-6.5(03/ene),93.0,1.0,0.0,,507.5,123.0,19.0,24.0,0.8,7.0,13.4,17.8,0.0,913.0(02/abr),81.0,,,,,7.0,,,
1972-1,3195,19.1(08),9.0,72.0,1.0,9.0,5.1,948.6(10),1018.0,938.6,1.5,11.6(26),5.6,0.0,0.0,6.0,3.0,16.0,52.0,11.0,-3.0(24),61.0,0.0,0.0,372.0,75.6,8.0,0.0,8.0,3.6,3.0,4.5,7.6,0.0,913.1(17),10.0,4.0,36/17.2(12),0.0,181.0,7.0,,,
1972-2,3195,25.6(02),14.0,72.0,1.0,3.0,4.1,950.6(14),1014.7,936.3,3.8,14.6(13),8.6,0.0,0.0,1.0,2.0,14.0,38.0,18.0,1.0(17),73.0,0.0,0.0,407.0,74.0,17.0,1.0,0.0,7.4,0.0,7.1,10.4,0.0,922.7(05),9.0,5.0,23/21.1(11),0.0,217.0,11.0,,,
1972-3,3195,33.8(14),16.0,67.0,1.0,1.0,5.2,949.0(31),1015.8,937.9,5.4,20.0(29),9.4,0.0,0.0,2.0,1.0,13.0,43.0,13.0,0.0(02),77.0,1.0,0.0,573.0,65.0,12.0,1.0,1.0,8.2,0.0,9.2,13.0,0.0,927.4(05),8.0,3.0,27/23.1(05),0.0,194.0,9.0,,,
1972-4,3195,5.7(30),5.0,48.0,1.0,0.0,9.7,950.6(01),1016.0,938.9,6.6,23.6(03),11.2,0.0,0.0,7.0,0.0,18.0,73.0,5.0,1.0(27),70.0,0.0,0.0,1063.0,6.7,5.0,0.0,0.0,9.6,1.0,12.1,17.6,0.0,925.8(30),1.0,5.0,32/18.9(11),0.0,238.0,13.0,,,
1972-5,3195,2.5(22),7.0,51.0,0.0,0.0,9.7,951.9(25),1016.2,939.9,9.5,30.6(30),17.8,2.0,0.0,2.0,0.0,22.0,67.0,12.0,3.2(02),90.0,0.0,0.0,1170.0,14.4,12.0,3.0,0.0,13.0,0.0,15.0,20.5,0.0,923.1(01),6.0,1.0,32/16.9(13),0.0,187.0,9.0,,,
1972-6,3195,7.7(21),7.0,48.0,0.0,0.0,10.9,946.4(22),1014.2,939.3,14.3,32.0(25),18.8,2.0,0.0,6.0,0.0,17.0,72.0,7.0,8.8(11),111.0,0.0,0.0,1400.0,24.5,8.0,4.0,0.0,15.6,0.0,19.8,25.3,0.0,928.6(13),6.0,3.0,05/16.1(21),0.0,192.0,7.0,,,
1972-7,3195,13.4(28),1.0,41.0,0.0,0.0,12.0,950.3(10),1014.9,941.0,17.6,33.2(14),21.8,13.0,0.0,10.0,1.0,20.0,82.0,2.0,13.1(11),122.0,0.0,0.0,1831.0,13.9,2.0,1.0,0.0,24.4,0.0,23.5,29.4,0.0,934.4(28),1.0,0.0,23/15.0(28),0.0,213.0,7.0,,,
1972-8,3195,0.2(31),2.0,40.0,0.0,0.0,10.9,948.3(04),1016.0,941.6,16.2,31.6(10),20.6,8.0,0.0,14.0,0.0,15.0,79.0,1.0,12.8(20),107.0,0.0,0.0,1816.0,0.2,2.0,0.0,0.0,23.6,0.0,22.1,28.0,0.0,933.2(01),0.0,3.0,32/21.1(06),0.0,242.0,10.0,,,
1972-9,3195,87.0(21),8.0,65.0,0.0,1.0,6.3,949.2(17),1016.0,940.1,12.5,26.6(13),16.2,0.0,0.0,1.0,4.0,21.0,51.0,14.0,8.8(16),122.0,1.0,0.0,673.0,169.0,16.0,2.0,0.0,14.2,0.0,16.6,20.8,0.0,931.5(25),12.0,,,,,3.0,,,
1972-10,3195,32.3(12),18.0,81.0,0.0,1.0,4.6,952.0(22),1017.7,940.6,9.6,20.6(04),15.0,0.0,0.0,2.0,6.0,11.0,42.0,20.0,4.8(29),119.0,1.0,0.0,320.0,159.9,21.0,2.0,0.0,9.6,0.0,12.5,15.5,0.0,924.2(12),16.0,,,,,4.0,,,
1972-11,3195,43.2(03),19.0,82.0,0.0,10.0,3.0,951.2(27),1023.2,944.9,7.1,16.6(05),11.2,0.0,0.0,4.0,1.0,7.0,30.0,15.0,0.7(26),102.0,1.0,0.0,298.0,78.3,16.0,0.0,0.0,8.1,0.0,9.8,12.5,0.0,933.8(30),11.0,2.0,05/20.0(26),0.0,214.0,7.0,,,
1972-12,3195,20.1(07),14.0,77.0,0.0,6.0,3.1,956.2(05),1024.7,945.2,3.4,15.0(19),7.6,0.0,0.0,2.0,2.0,15.0,33.0,12.0,-1.0(22),73.0,0.0,0.0,300.0,57.2,14.0,0.0,3.0,4.4,0.0,6.2,8.9,0.0,929.2(02),6.0,,,,,4.0,,,
1972-13,3195,87.0(21/sep),120.0,62.0,4.0,31.0,7.1,956.2(05/dic),1017.3,940.4,9.0,33.2(14/jul),21.8,25.0,0.0,57.0,20.0,189.0,55.0,130.0,-3.0(24/ene),94.0,4.0,0.0,10223.0,738.7,133.0,14.0,12.0,3.6,4.0,13.2,17.5,0.0,913.1(17/ene),86.0,,,,,8.0,,,
1973-1,3195,23.5(16),7.0,74.0,0.0,8.0,6.0,955.4(23),1024.5,945.0,1.9,14.0(28),6.0,0.0,0.0,12.0,1.0,12.0,62.0,10.0,-2.0(03),67.0,0.0,0.0,354.0,49.0,10.0,0.0,7.0,6.2,0.0,5.7,9.6,0.0,917.9(17),7.0,3.0,23/20.3(16),0.0,172.0,4.0,,,
1973-2,3195,1.7(14),4.0,51.0,0.0,3.0,7.7,954.7(05),1021.6,942.6,2.1,18.0(25),8.6,0.0,0.0,8.0,0.0,16.0,72.0,5.0,-1.0(03),51.0,0.0,0.0,716.0,2.5,4.0,0.0,6.0,6.8,2.0,7.0,11.9,0.0,915.5(14),1.0,10.0,32/23.6(24),0.0,256.0,13.0,,,
1973-3,3195,13.2(27),8.0,46.0,1.0,2.0,7.5,954.4(04),1021.6,943.2,4.1,20.0(05),9.0,0.0,0.0,4.0,1.0,19.0,63.0,6.0,-1.6(15),53.0,0.0,0.0,988.0,24.0,6.0,1.0,1.0,9.0,1.0,9.2,14.4,0.0,934.8(11),4.0,,,,,9.0,,,
1973-4,3195,4.6(27),3.0,45.0,0.0,0.0,9.5,950.0(04),1016.3,939.3,6.2,26.6(06),12.6,0.0,0.0,9.0,0.0,18.0,72.0,7.0,-0.6(11),66.0,0.0,0.0,1114.0,9.3,8.0,0.0,1.0,10.0,2.0,12.5,18.7,0.0,924.8(08),2.0,4.0,27/17.5(09),0.0,227.0,8.0,,,
1973-5,3195,22.1(17),8.0,55.0,0.0,0.0,9.4,953.8(08),1016.3,940.4,10.7,29.6(26),17.4,0.0,0.0,4.0,2.0,19.0,65.0,15.0,6.6(09),102.0,0.0,0.0,1095.0,71.5,15.0,1.0,0.0,11.6,0.0,16.3,21.9,0.0,928.2(18),10.0,4.0,23/18.9(04),0.0,221.0,8.0,,,
1973-6,3195,15.5(06),8.0,51.0,0.0,0.0,9.9,948.0(14),1016.8,941.8,14.3,32.4(30),18.6,3.0,0.0,7.0,1.0,15.0,66.0,11.0,10.6(21),118.0,0.0,0.0,1343.0,29.7,13.0,3.0,0.0,17.0,0.0,20.2,26.0,0.0,934.3(01),5.0,3.0,27/22.5(03),0.0,222.0,8.0,,,
1973-7,3195,4.9(28),3.0,39.0,0.0,0.0,12.3,947.5(03),1013.6,939.8,17.2,35.8(11),22.0,18.0,0.0,14.0,0.0,14.0,83.0,4.0,11.8(17),112.0,0.0,0.0,2151.0,9.1,4.0,3.0,0.0,22.0,0.0,23.6,30.1,0.0,933.0(14),2.0,3.0,36/18.3(28),0.0,251.0,8.0,,,
1973-8,3195,1.8(17),1.0,40.0,0.0,0.0,11.1,949.0(31),1016.3,942.6,19.1,35.4(09),23.2,25.0,0.0,13.0,0.0,17.0,81.0,2.0,13.2(31),127.0,0.0,0.0,1974.0,2.4,4.0,5.0,0.0,25.2,0.0,25.4,31.7,0.0,935.9(24),1.0,3.0,23/28.6(13),1.0,211.0,5.0,,,
1973-9,3195,0.0(--),4.0,44.0,0.0,0.0,9.7,948.6(25),1017.6,942.4,14.1,33.0(11),19.4,6.0,0.0,13.0,0.0,13.0,78.0,0.0,7.6(25),101.0,0.0,0.0,1466.0,0.0,0.0,0.0,0.0,18.4,0.0,20.2,26.2,0.0,936.6(20),0.0,0.0,05/13.1(30),0.0,203.0,8.0,,,
1973-10,3195,8.7(18),7.0,64.0,0.0,0.0,6.7,953.2(23),1020.1,943.0,9.1,22.6(10),14.6,0.0,0.0,8.0,0.0,16.0,60.0,9.0,4.0(03),98.0,0.0,0.0,719.0,37.1,9.0,1.0,0.0,12.2,0.0,13.6,18.1,0.0,930.7(16),7.0,0.0,23/14.2(14),0.0,189.0,7.0,,,
1973-11,3195,30.6(05),4.0,65.0,0.0,10.0,7.1,953.2(28),1025.0,946.5,5.4,19.2(01),11.8,0.0,0.0,11.0,1.0,15.0,72.0,7.0,-0.4(29),81.0,1.0,0.0,549.0,51.8,7.0,1.0,1.0,8.4,0.0,9.8,14.2,0.0,935.8(03),4.0,0.0,27/15.0(02),0.0,167.0,5.0,,,
