fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
1938-2,3195,0.0(--),7.0,,0.0,0.0,,,,945.1,-0.2,18.0(27),4.5,0.0,,12.0,0.0,9.0,,0.0,-8.5(15),,0.0,,,0.0,5.0,0.0,14.0,3.0,0.0,5.3,10.8,,,0.0,,,,,,,,
1938-3,3195,,,,,,,,1023.2,945.5,5.1,25.0(31),9.3,0.0,,,,,,,1.2(16),,,,,18.9,,,0.0,10.8,,11.9,18.6,,,,,,,,,,,
1938-4,3195,,,42.0,,,,,1014.3,937.6,6.6,25.4(03),9.9,0.0,,,,,,,3.3(14),64.0,,,,42.3,,,0.0,12.8,,13.1,19.5,,,,,,,,,,,
1938-5,3195,,7.0,,,,,,1014.5,937.9,8.4,30.2(31),16.0,1.0,,6.0,,18.0,,,4.6(04),,,,,40.4,,,0.0,12.8,,14.5,20.7,,,,,,,,,,,
1938-6,3195,,3.0,,,,,,1014.8,941.0,16.0,35.0(21),21.4,17.0,,9.0,,18.0,,,9.6(13),,,,,30.7,,,0.0,24.0,,23.3,30.5,,,,,,,,,,,
1938-7,3195,,,28.0,,,,,1013.9,940.3,16.6,37.4(21),21.5,22.0,,,,,,,11.2(02),95.0,,,,5.4,,,0.0,23.2,,24.3,31.9,,,,,,,,,,,
1938-8,3195,7.2(19),0.0,,0.0,0.0,,,1011.8,938.3,16.2,37.8(18),21.5,20.0,,18.0,0.0,13.0,,1.0,9.2(30),,0.0,,,7.2,2.0,0.0,0.0,23.4,0.0,23.5,30.9,,,1.0,,,,,,,,
1938-9,3195,,7.0,,,,,,1014.4,939.5,12.4,29.4(02),15.0,0.0,,4.0,,19.0,,,9.5(10),,,,,23.4,,,0.0,16.8,,18.4,24.3,,,,,,,,,,,
1938-10,3195,10.2(22),7.0,,0.0,0.0,,,1017.8,941.0,9.8,27.6(09),13.5,0.0,0.0,5.0,1.0,19.0,,3.0,3.0(29),,0.0,6.0,,17.2,5.0,0.0,0.0,11.4,0.0,15.2,20.5,0.0,,3.0,,,,,,,,
1938-11,3195,,,,,,,,,943.4,5.8,18.6(03),10.6,0.0,,,,,,,-1.5(30),,,,,16.1,,,3.0,9.0,,10.6,15.3,,,,,,,,,,,
1938-12,3195,,11.0,,,,,,1015.2,937.0,2.4,14.4(04),8.0,0.0,,6.0,,14.0,,,-3.0(26),,,,,45.9,,,8.0,4.0,,5.7,8.9,,,,,,,,,,,
1938-13,3195,,,,,,,,,941.0,8.3,37.8(18/ago),21.5,60.0,,,,,,,-9.2(07/ene),,,,,252.4,,,37.0,-2.0,,14.2,20.1,,,,,,,,,,,
1939-1,3195,,16.0,83.0,,,,,1017.9,938.8,3.8,15.8(07),8.2,0.0,,4.0,,11.0,,,0.0(03),86.0,,,,43.7,,,3.0,5.8,,7.2,10.6,,,,,,,,,,,
1939-2,3195,,6.0,69.0,,,,,1024.7,944.3,2.1,16.2(12),6.0,0.0,,8.0,,14.0,,,0.4(17),71.0,,,,9.8,,,0.0,7.4,,6.9,11.8,,,,,,,,,,,
1939-3,3195,,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,
1939-4,3195,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,
1939-5,3195,11.2(31),,,0.0,0.0,,946.2(09),1012.9,937.1,9.0,28.0(28),17.2,0.0,,,1.0,,,5.0,2.0(01),66.0,0.0,,1034.0,23.8,7.0,0.0,0.0,9.8,0.0,14.2,19.3,,925.5(06),5.0,,,,,,,,
1939-6,3195,12.3(04),9.0,,0.0,0.0,,948.6(27),1014.4,939.6,12.7,32.2(29),18.0,5.0,0.0,4.0,2.0,17.0,,7.0,8.0(15),,0.0,0.0,,32.5,8.0,0.0,0.0,18.0,0.0,18.8,25.0,0.0,930.3(21),4.0,,,,,,,,
1939-7,3195,2.6(14),1.0,,0.0,0.0,,947.5(07),1014.8,941.1,17.2,38.0(30),22.0,17.0,,11.0,0.0,19.0,,2.0,12.3(04),,0.0,,,3.8,2.0,1.0,0.0,22.3,0.0,24.0,30.8,,935.7(15),2.0,,,,,,,,
1939-8,3195,10.0(14),5.0,47.0,0.0,0.0,10.4,946.2(01),1013.9,940.2,17.5,37.9(12),20.8,18.0,,7.0,1.0,19.0,76.0,3.0,13.5(24),138.0,0.0,,,14.2,5.0,3.0,0.0,26.7,0.0,24.3,31.1,,932.5(04),3.0,,,,,,,,
1939-9,3195,20.2(22),6.0,,0.0,0.0,8.6,945.8(07),1014.2,939.4,15.6,34.3(11),20.1,9.0,,7.0,3.0,16.0,69.0,8.0,12.2(27),,0.0,,,72.3,11.0,2.0,0.0,18.0,0.0,21.0,26.4,,927.4(29),7.0,,,,,,,,
1939-10,3195,28.5(16),17.0,83.0,1.0,0.0,4.3,946.1(20),1015.7,938.7,9.1,20.5(09),14.7,0.0,,0.0,4.0,13.0,39.0,16.0,1.5(28),123.0,0.0,,,135.8,16.0,2.0,0.0,8.8,0.0,12.5,15.9,,927.0(30),15.0,,,,,,,,
1939-11,3195,19.0(02),11.0,84.0,0.0,8.0,,958.7(30),1023.4,944.7,4.8,16.3(16),10.2,0.0,,6.0,3.0,12.0,,8.0,-1.8(23),95.0,0.0,,,55.8,10.0,0.0,3.0,6.0,0.0,8.6,12.3,,926.3(03),7.0,,,,,,,,
1939-12,3195,27.5(17),12.0,85.0,0.0,14.0,3.9,955.9(01),1019.6,940.3,1.6,14.3(01),5.0,0.0,,3.0,2.0,14.0,42.0,10.0,-1.6(14),75.0,0.0,,,57.7,12.0,0.0,10.0,3.1,1.0,4.9,8.1,,925.8(18),7.0,,,,,,,,
1939-13,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-1,3195,33.9(02),18.0,86.0,0.0,10.0,3.5,948.5(27),1016.8,937.3,1.1,13.3(08),10.0,0.0,0.0,1.0,3.0,12.0,35.0,12.0,-7.6(24),75.0,1.0,6.0,,93.7,12.0,0.0,16.0,-0.5,5.0,3.9,6.6,0.0,918.3(22),10.0,,,,,11.0,,,
1940-2,3195,16.0(01),17.0,79.0,0.0,8.0,4.3,949.3(19),1017.7,939.4,4.4,16.5(21),8.0,0.0,0.0,0.0,2.0,12.0,40.0,9.0,-2.5(15),88.0,0.0,6.0,,41.2,15.0,0.0,3.0,5.5,0.0,8.2,12.0,0.0,919.1(02),5.0,,,,,9.0,,,
1940-3,3195,6.8(01),12.0,69.0,2.0,2.0,7.1,951.3(30),1017.3,940.1,7.1,25.8(18),11.7,0.0,0.0,2.0,0.0,17.0,59.0,9.0,1.2(29),98.0,0.0,1.0,,26.7,10.0,0.0,0.0,10.8,0.0,11.7,16.4,0.0,919.9(25),8.0,,,,,9.0,,,
1940-4,3195,8.0(16),9.0,60.0,0.0,1.0,8.5,949.5(04),1016.6,939.7,7.1,24.5(22),13.0,0.0,0.0,5.0,0.0,16.0,64.0,10.0,2.2(12),92.0,0.0,1.0,555.0,29.0,12.0,0.0,0.0,13.8,0.0,12.8,18.4,0.0,926.7(16),6.0,,,,273.0,9.0,,,
1940-5,3195,6.2(02),10.0,60.0,1.0,0.0,9.6,948.2(31),1013.6,937.8,9.8,27.0(25),14.4,0.0,0.0,4.0,0.0,17.0,66.0,6.0,4.0(17),111.0,0.0,0.0,,18.7,9.0,2.0,0.0,10.8,0.0,15.7,21.5,0.0,922.3(01),4.0,,,,,10.0,,,
1940-6,3195,13.5(23),7.0,60.0,1.0,0.0,8.9,946.9(30),1014.1,939.1,13.4,33.0(30),18.0,6.0,0.0,6.0,1.0,17.0,59.0,11.0,8.3(23),133.0,0.0,0.0,717.0,40.8,16.0,6.0,0.0,14.0,0.0,19.3,25.2,0.0,920.9(23),7.0,,,,,7.0,,,
1940-7,3195,25.7(06),,47.0,0.0,0.0,12.4,947.7(08),1014.8,941.0,16.7,36.0(25),21.5,21.0,0.0,,2.0,,84.0,2.0,11.6(07),142.0,0.0,0.0,1290.0,36.3,2.0,2.0,0.0,21.4,0.0,24.0,31.2,0.0,932.2(14),2.0,,,,202.0,12.0,,,
1940-8,3195,14.8(08),2.0,47.0,0.0,0.0,10.8,950.2(17),1016.8,942.9,17.4,37.2(07),22.7,21.0,0.0,18.0,1.0,11.0,78.0,2.0,13.6(31),144.0,0.0,0.0,1144.0,15.3,5.0,3.0,0.0,25.0,0.0,24.1,30.8,0.0,935.4(06),1.0,,,,,10.0,,,
1940-9,3195,13.0(06),2.0,58.0,0.0,0.0,9.5,949.8(01),1017.6,942.3,13.1,31.4(03),16.9,2.0,0.0,8.0,1.0,20.0,76.0,3.0,6.5(27),129.0,0.0,0.0,744.0,23.3,3.0,2.0,0.0,17.0,0.0,19.1,25.2,0.0,932.2(30),3.0,,,,,9.0,,,
1940-10,3195,23.5(15),10.0,78.0,0.0,4.0,5.5,951.8(05),1013.2,936.3,8.1,23.3(07),13.0,0.0,0.0,3.0,7.0,18.0,49.0,16.0,4.6(29),110.0,0.0,4.0,358.0,131.2,18.0,2.0,0.0,10.5,0.0,12.0,15.8,0.0,921.7(24),14.0,,,,,6.0,,,
1940-11,3195,27.0(16),10.0,82.0,0.0,6.0,,954.9(26),1021.7,943.0,4.3,16.8(05),11.0,0.0,0.0,8.0,1.0,12.0,,9.0,-0.4(30),89.0,0.0,5.0,257.0,48.3,12.0,0.0,2.0,6.7,0.0,7.8,11.3,0.0,921.8(17),9.0,,,,,8.0,,,
1940-12,3195,5.5(21),2.0,76.0,0.0,4.0,,955.7(18),1026.8,946.5,-0.4,16.3(06),7.0,0.0,0.0,14.0,0.0,15.0,,3.0,-5.6(27),63.0,0.0,4.0,267.0,7.3,6.0,0.0,19.0,3.5,0.0,3.8,8.0,0.0,934.2(24),1.0,,,,,7.0,,,
1940-13,3195,33.9(02/ene),,67.0,4.0,35.0,,955.7(18/dic),1017.3,940.5,8.5,37.2(07/ago),22.7,50.0,0.0,,18.0,,,92.0,-7.6(24/ene),106.0,1.0,27.0,,511.8,120.0,17.0,40.0,-0.5,5.0,13.5,18.5,0.0,918.3(22/ene),70.0,,,,,9.0,,,
1941-1,3195,28.5(20),20.0,86.0,0.0,6.0,,948.3(26),1012.5,933.3,1.0,13.6(23),10.6,0.0,1.0,2.0,4.0,9.0,,18.0,-7.6(12),71.0,0.0,6.0,,120.4,14.0,0.0,15.0,-1.4,8.0,3.6,6.1,0.0,910.6(21),14.0,,,,358.0,20.0,,,
1941-2,3195,13.0(15),7.0,79.0,0.0,11.0,5.1,949.8(08),1014.2,935.8,3.6,16.3(28),9.5,0.0,0.0,2.0,1.0,19.0,48.0,15.0,-2.5(05),81.0,0.0,3.0,,58.7,15.0,0.0,3.0,4.0,1.0,7.0,10.4,0.0,907.0(15),12.0,,,,,17.0,,,
1941-3,3195,11.0(06),,74.0,2.0,4.0,,,1015.7,937.9,5.5,17.4(21),9.0,0.0,0.0,,2.0,,,12.0,0.6(08),87.0,0.0,1.0,,54.5,12.0,0.0,0.0,7.6,0.0,9.6,13.7,0.0,,10.0,,,,246.0,15.0,,,
1941-4,3195,17.6(29),10.0,68.0,2.0,2.0,,946.2(13),1012.6,935.5,6.1,24.4(22),11.5,0.0,0.0,6.0,2.0,14.0,,13.0,2.5(05),91.0,0.0,1.0,605.0,66.2,12.0,1.0,0.0,10.8,0.0,11.1,16.1,0.0,925.1(18),8.0,,,,,13.0,,,
1941-5,3195,15.1(07),8.0,66.0,0.0,0.0,,949.7(12),1014.7,938.1,8.0,24.8(16),12.0,0.0,0.0,3.0,1.0,20.0,,12.0,3.0(12),104.0,0.0,0.0,631.0,54.7,12.0,0.0,0.0,13.0,0.0,13.2,18.3,0.0,927.9(08),11.0,,,,254.0,14.0,,,
1941-6,3195,12.0(01),4.0,56.0,0.0,0.0,,949.1(15),1016.2,941.4,14.1,34.6(21),20.0,8.0,0.0,10.0,1.0,16.0,,6.0,7.6(05),136.0,0.0,0.0,1040.0,29.8,10.0,2.0,0.0,18.2,0.0,20.1,26.0,0.0,928.2(09),6.0,,,,,12.0,,,
1941-7,3195,3.0(13),3.0,54.0,0.0,1.0,11.0,947.3(07),1015.1,941.1,17.2,35.8(24),22.6,17.0,0.0,11.0,0.0,17.0,75.0,6.0,9.2(13),157.0,0.0,0.0,1168.0,9.2,9.0,1.0,0.0,20.0,0.0,23.2,29.2,0.0,932.5(11),4.0,,,,,11.0,,,
1941-8,3195,9.6(01),2.0,53.0,0.0,0.0,,947.0(27),1015.3,941.2,16.1,34.2(24),23.4,11.0,0.0,19.0,0.0,10.0,,3.0,10.0(02),148.0,0.0,0.0,,14.4,3.0,0.0,0.0,18.8,0.0,22.3,28.4,0.0,930.1(01),2.0,,,,221.0,7.0,,,
1941-9,3195,4.9(27),3.0,61.0,0.0,0.0,8.1,947.4(30),1017.4,942.4,14.9,31.5(05),19.0,4.0,0.0,12.0,0.0,15.0,65.0,5.0,7.0(29),144.0,0.0,0.0,,11.1,5.0,1.0,0.0,17.0,0.0,20.2,25.4,0.0,931.1(25),2.0,,,,268.0,12.0,,,
1941-10,3195,2.6(04),1.0,66.0,0.0,0.0,8.9,949.7(08),1020.3,943.7,9.6,25.8(17),13.2,0.0,0.0,19.0,0.0,11.0,80.0,1.0,0.0(31),115.0,0.0,0.0,,2.6,1.0,0.0,1.0,9.9,0.0,15.0,20.3,0.0,932.2(31),1.0,,,,,7.0,,,
1941-11,3195,23.6(09),,83.0,0.0,6.0,4.6,949.9(07),1017.1,939.0,3.7,14.5(10),10.6,0.0,0.0,,4.0,,45.0,13.0,-2.0(06),89.0,0.0,2.0,235.0,101.4,15.0,0.0,6.0,7.5,0.0,7.5,11.2,0.0,915.3(11),12.0,,,,235.0,8.0,,,
1941-12,3195,5.5(22),0.0,78.0,0.0,5.0,6.8,955.4(05),1028.2,948.1,0.4,13.2(15),4.0,0.0,0.0,21.0,0.0,10.0,72.0,2.0,-5.0(29),66.0,0.0,2.0,,9.5,1.0,0.0,14.0,-0.2,2.0,4.5,8.5,0.0,933.3(08),2.0,,,,213.0,9.0,,,
1941-13,3195,28.5(20/ene),,69.0,4.0,35.0,,,1016.6,939.8,8.4,35.8(24/jul),23.4,40.0,1.0,,15.0,,,106.0,-7.6(12/ene),107.0,0.0,15.0,,532.5,109.0,5.0,39.0,-1.4,11.0,13.1,17.8,0.0,,84.0,,,,,12.0,,,
1942-1,3195,8.7(13),3.0,76.0,0.0,2.0,6.2,953.5(02),1021.6,941.9,1.1,15.2(27),9.0,0.0,0.0,11.0,0.0,17.0,64.0,4.0,-5.2(12),67.0,0.0,0.0,363.0,20.3,3.0,0.0,15.0,0.3,2.0,4.8,8.5,0.0,925.5(14),4.0,,,,284.0,17.0,,,
1942-2,3195,13.5(22),5.0,69.0,0.0,0.0,7.2,947.3(01),1015.0,935.8,-0.8,15.0(03),4.0,0.0,0.0,11.0,1.0,12.0,67.0,3.0,-5.6(10),59.0,0.0,0.0,,22.2,5.0,0.0,18.0,4.0,1.0,4.5,9.7,0.0,916.3(22),3.0,,,,217.0,13.0,,,
1942-3,3195,19.4(27),16.0,78.0,0.0,6.0,3.4,946.9(31),1014.6,937.1,5.9,19.7(31),10.4,0.0,0.0,0.0,2.0,15.0,28.0,16.0,2.0(01),97.0,0.0,3.0,420.0,69.1,20.0,1.0,0.0,8.4,0.0,9.9,13.9,0.0,924.6(06),11.0,,,,222.0,14.0,,,
1942-4,3195,26.0(23),14.0,71.0,0.0,3.0,6.0,947.5(01),1012.6,935.8,7.5,23.6(10),12.4,0.0,0.0,2.0,2.0,14.0,45.0,17.0,3.6(21),100.0,0.0,3.0,603.0,81.8,19.0,2.0,0.0,9.5,0.0,12.2,16.9,0.0,920.3(28),9.0,,,,231.0,16.0,,,
1942-5,3195,7.0(12),5.0,57.0,0.0,0.0,10.3,948.9(19),1016.9,941.1,10.5,31.7(19),17.5,1.0,0.0,9.0,0.0,17.0,71.0,7.0,4.4(03),107.0,0.0,0.0,1055.0,23.5,7.0,2.0,0.0,16.5,0.0,16.3,22.0,0.0,929.4(12),4.0,,,,247.0,14.0,,,
1942-6,3195,16.2(17),1.0,47.0,1.0,0.0,12.1,948.2(02),1015.3,940.7,14.5,33.0(23),19.6,10.0,0.0,14.0,1.0,15.0,81.0,6.0,7.6(18),117.0,0.0,0.0,1435.0,27.5,6.0,5.0,0.0,19.0,0.0,21.0,27.4,0.0,933.3(09),4.0,,,,270.0,10.0,,,
1942-7,3195,0.4(01),0.0,37.0,0.0,0.0,12.2,949.0(21),1015.5,941.7,16.8,35.5(29),21.0,22.0,,25.0,0.0,5.0,83.0,1.0,11.6(19),110.0,0.0,,1981.0,0.4,1.0,1.0,0.0,23.0,0.0,23.9,30.9,,932.9(05),0.0,,,,243.0,12.0,,,
1942-8,3195,18.4(26),3.0,42.0,0.0,1.0,10.7,946.6(06),1014.4,940.4,17.2,34.0(11),20.4,16.0,0.0,15.0,1.0,10.0,78.0,2.0,12.2(30),121.0,0.0,0.0,1632.0,22.6,3.0,5.0,0.0,22.5,0.0,23.4,29.6,0.0,934.9(01),2.0,,,,247.0,9.0,,,
1942-9,3195,17.3(29),6.0,58.0,0.0,1.0,8.2,949.7(16),1015.9,940.7,13.8,31.8(06),18.6,2.0,0.0,9.0,2.0,14.0,65.0,10.0,6.0(27),128.0,0.0,0.0,933.0,59.9,12.0,2.0,0.0,14.4,0.0,19.0,24.1,0.0,925.9(29),7.0,,,,234.0,12.0,,,
1942-10,3195,37.6(06),8.0,72.0,0.0,2.0,6.0,952.7(16),1018.0,941.5,10.8,24.2(11),15.2,0.0,0.0,10.0,4.0,13.0,54.0,12.0,3.0(28),123.0,2.0,0.0,498.0,121.0,14.0,3.0,0.0,9.4,0.0,15.1,19.3,0.0,921.8(29),9.0,,,,204.0,8.0,,,
1942-11,3195,15.4(13),7.0,76.0,0.0,3.0,5.2,945.7(16),1019.1,940.8,5.1,16.6(08),11.0,0.0,0.0,11.0,2.0,12.0,53.0,6.0,-2.0(27),90.0,0.0,2.0,306.0,38.2,7.0,0.0,3.0,8.0,0.0,8.7,12.2,0.0,931.3(05),5.0,,,,240.0,9.0,,,
1942-12,3195,12.5(17),7.0,85.0,0.0,22.0,4.0,955.8(23),1022.8,943.4,2.5,13.0(07),8.2,0.0,0.0,8.0,3.0,15.0,43.0,12.0,-3.2(31),79.0,0.0,9.0,142.0,53.6,11.0,2.0,7.0,4.3,1.0,5.7,8.8,0.0,931.1(17),8.0,,,,161.0,7.0,,,
1942-13,3195,37.6(06/oct),75.0,64.0,1.0,40.0,7.6,955.8(23/dic),1016.8,940.1,8.7,35.5(29/jul),21.0,51.0,,125.0,18.0,159.0,61.0,96.0,-5.6(10/feb),100.0,2.0,,,540.1,108.0,23.0,43.0,0.3,4.0,13.7,18.6,,916.3(22/feb),66.0,,,,233.0,12.0,,,
1943-1,3195,4.4(21),12.0,83.0,0.0,14.0,3.6,953.5(26),1020.8,941.8,3.1,14.4(21),7.8,0.0,0.0,7.0,0.0,12.0,37.0,15.0,-2.3(01),80.0,0.0,7.0,189.0,30.1,15.0,0.0,7.0,2.8,0.0,6.3,9.4,0.0,927.7(13),10.0,,,,,10.0,,,
1943-2,3195,12.6(01),1.0,63.0,0.0,12.0,6.2,954.6(12),1027.7,948.2,2.2,17.6(13),8.8,0.0,0.0,9.0,1.0,17.0,58.0,5.0,-2.6(09),63.0,0.0,1.0,,19.6,5.0,0.0,7.0,5.6,1.0,6.8,11.3,0.0,938.6(09),4.0,,,,,15.0,,,
1943-3,3195,10.2(23),7.0,65.0,0.0,14.0,5.4,956.4(01),1016.5,938.6,4.4,19.6(31),8.0,0.0,0.0,6.0,1.0,18.0,45.0,11.0,1.0(19),77.0,0.0,4.0,,33.8,13.0,1.0,0.0,8.8,0.0,9.2,13.9,0.0,923.8(23),8.0,,,,,13.0,,,
1943-4,3195,46.0(20),9.0,62.0,0.0,4.0,7.2,,,,8.7,24.9(26),13.0,0.0,0.0,5.0,5.0,16.0,54.0,10.0,3.1(09),101.0,1.0,1.0,580.0,138.1,10.0,1.0,0.0,13.0,0.0,14.2,19.8,0.0,,10.0,,,,,10.0,,,
1943-5,3195,6.5(01),6.0,54.0,0.0,6.0,10.4,951.1(13),1018.1,942.5,11.5,32.2(29),18.6,4.0,0.0,12.0,0.0,13.0,72.0,4.0,3.5(09),112.0,0.0,3.0,1059.0,11.8,4.0,0.0,0.0,13.2,0.0,17.8,24.0,0.0,930.9(06),3.0,,,,,8.0,,,
1943-6,3195,27.0(08),1.0,41.0,0.0,1.0,11.9,949.1(23),1017.7,943.5,16.6,34.5(27),21.0,16.0,0.0,15.0,1.0,14.0,79.0,3.0,10.5(02),118.0,0.0,0.0,1147.0,28.9,3.0,2.0,0.0,23.0,0.0,23.2,29.8,0.0,935.9(30),2.0,,,,,8.0,,,
1943-7,3195,11.2(04),2.0,54.0,0.0,0.0,10.4,947.9(10),1014.6,940.4,16.4,33.8(11),20.8,10.0,0.0,13.0,1.0,16.0,70.0,8.0,11.7(21),145.0,0.0,0.0,,35.6,8.0,1.0,0.0,19.6,0.0,22.2,28.0,0.0,931.0(19),6.0,,,,,10.0,,,
1943-8,3195,5.5(20),2.0,44.0,0.0,2.0,11.9,949.7(29),1015.0,941.3,18.3,36.2(17),22.5,20.0,0.0,20.0,0.0,9.0,86.0,1.0,13.4(26),134.0,0.0,0.0,1417.0,5.5,1.0,1.0,0.0,22.2,0.0,24.8,31.2,0.0,933.0(02),1.0,,,,,7.0,,,
1943-9,3195,10.0(12),8.0,66.0,0.0,0.0,7.2,948.2(28),1015.1,939.8,13.8,34.0(01),20.0,7.0,0.0,4.0,2.0,18.0,57.0,13.0,6.0(28),138.0,0.0,0.0,1011.0,55.1,13.0,3.0,0.0,15.6,0.0,18.8,23.7,0.0,929.1(22),9.0,,,,,11.0,,,
1943-10,3195,21.3(31),12.0,,0.0,2.0,5.6,947.4(03),1016.6,939.8,9.3,22.6(12),13.4,0.0,0.0,4.0,1.0,15.0,50.0,11.0,3.0(26),,0.0,1.0,258.0,47.4,12.0,0.0,0.0,11.7,0.0,13.5,17.6,0.0,929.7(17),6.0,,,,201.0,9.0,,,
1943-11,3195,4.0(26),5.0,74.0,0.0,4.0,6.0,950.3(10),1020.6,941.9,3.4,16.1(27),9.4,0.0,0.0,4.0,0.0,21.0,60.0,2.0,-3.0(20),79.0,0.0,1.0,493.0,4.3,3.0,0.0,5.0,6.2,0.0,7.7,11.9,0.0,930.3(14),1.0,,,,,14.0,,,
1943-12,3195,8.9(20),10.0,79.0,0.0,15.0,3.7,949.3(26),1019.5,940.3,2.7,13.5(23),8.6,0.0,0.0,6.0,0.0,15.0,39.0,14.0,-1.6(13),74.0,0.0,9.0,374.0,23.1,12.0,0.0,5.0,6.1,3.0,5.9,9.0,0.0,925.7(04),5.0,,,,,12.0,,,
1943-13,3195,46.0(20/abr),75.0,,0.0,74.0,7.5,,,,9.2,36.2(17/ago),22.5,57.0,0.0,105.0,12.0,184.0,59.0,97.0,-3.0(20/nov),,1.0,27.0,,433.3,99.0,9.0,24.0,2.8,4.0,14.2,19.1,0.0,,65.0,,,,,11.0,,,
1944-1,3195,0.0(--),,71.0,0.0,11.0,7.8,958.5(17),1030.4,950.3,-0.2,18.0(29),6.0,0.0,0.0,,0.0,,80.0,0.0,-4.0(09),63.0,0.0,2.0,491.0,0.0,1.0,0.0,22.0,5.0,0.0,5.3,10.7,0.0,943.9(08),0.0,,,,,4.0,,,
1944-2,3195,1.5(26),5.0,63.0,1.0,13.0,6.9,954.2(01),1018.0,938.7,-0.7,16.5(10),3.8,0.0,0.0,9.0,0.0,15.0,66.0,4.0,-7.2(25),53.0,0.0,5.0,634.0,3.3,2.0,0.0,16.0,2.7,4.0,4.5,9.7,0.0,911.0(28),2.0,,,,251.0,13.0,,,
1944-3,3195,1.4(30),3.0,54.0,0.0,6.0,7.9,948.3(19),1017.5,939.7,3.5,25.0(27),8.6,0.0,0.0,13.0,0.0,14.0,66.0,5.0,-2.8(07),68.0,0.0,2.0,1066.0,5.0,7.0,0.0,8.0,7.1,0.0,9.7,15.8,0.0,927.9(29),3.0,,,,160.0,10.0,,,
1944-4,3195,28.0(06),13.0,63.0,0.0,8.0,7.3,948.7(23),1017.2,940.0,7.5,24.5(25),11.7,0.0,0.0,9.0,3.0,8.0,54.0,13.0,3.8(27),97.0,0.0,3.0,919.0,83.9,13.0,0.0,0.0,12.2,0.0,12.9,18.2,0.0,924.6(15),11.0,,,,209.0,11.0,,,
1944-5,3195,8.9(07),7.0,58.0,0.0,13.0,8.1,953.1(26),1016.0,940.4,11.2,27.4(02),15.0,0.0,0.0,3.0,0.0,21.0,56.0,10.0,6.7(21),117.0,0.0,0.0,1100.0,35.9,10.0,3.0,0.0,14.3,0.0,16.8,22.4,0.0,929.5(20),8.0,,,,178.0,11.0,,,
1944-6,3195,7.0(22),3.0,55.0,0.0,8.0,10.7,945.5(12),1012.6,938.1,13.8,32.6(13),19.4,3.0,0.0,8.0,0.0,19.0,71.0,6.0,11.0(19),133.0,0.0,0.0,1322.0,21.7,9.0,5.0,0.0,18.0,0.0,20.3,26.8,0.0,927.3(19),6.0,,,,205.0,11.0,,,
1944-7,3195,3.4(14),1.0,43.0,0.0,4.0,13.0,944.9(09),1013.4,939.6,16.2,35.6(31),20.0,17.0,0.0,23.0,0.0,7.0,88.0,3.0,11.4(09),127.0,0.0,0.0,1963.0,4.3,3.0,0.0,0.0,22.4,0.0,23.1,30.0,0.0,931.5(05),1.0,,,,,9.0,,,
1944-8,3195,6.7(20),3.0,49.0,0.0,5.0,10.9,946.2(12),1012.8,939.3,17.6,36.0(13),21.5,19.0,0.0,17.0,0.0,11.0,79.0,6.0,11.2(23),146.0,0.0,0.0,1774.0,14.8,7.0,6.0,0.0,21.0,0.0,23.8,30.0,0.0,931.0(20),4.0,,,,257.0,8.0,,,
1944-9,3195,52.4(12),6.0,65.0,0.0,6.0,8.1,948.5(26),1017.6,942.3,14.2,30.6(01),19.0,1.0,0.0,6.0,2.0,18.0,65.0,7.0,7.6(29),146.0,1.0,0.0,910.0,72.1,10.0,3.0,0.0,19.1,0.0,19.2,24.3,0.0,934.6(01),4.0,,,,230.0,8.0,,,
1944-10,3195,45.0(30),5.0,66.0,0.0,2.0,6.7,944.2(18),1015.5,938.3,6.4,25.2(01),11.6,0.0,0.0,4.0,4.0,22.0,61.0,7.0,1.8(07),91.0,1.0,1.0,318.0,92.5,8.0,0.0,0.0,10.2,0.0,11.2,15.9,0.0,928.3(31),5.0,,,,254.0,11.0,,,
1944-11,3195,10.4(25),8.0,81.0,0.0,12.0,5.9,953.7(29),1021.0,942.5,3.9,14.5(14),9.2,0.0,0.0,12.0,1.0,10.0,59.0,8.0,0.2(28),88.0,0.0,5.0,83.0,29.2,8.0,0.0,0.0,8.5,0.0,7.8,11.7,0.0,927.7(02),6.0,,,,219.0,8.0,,,
1944-12,3195,18.3(17),6.0,77.0,0.0,10.0,6.1,949.0(03),1020.8,941.2,0.9,13.1(12),8.4,0.0,0.0,13.0,1.0,12.0,65.0,8.0,-4.4(30),69.0,0.0,1.0,353.0,32.0,7.0,0.0,10.0,3.0,3.0,4.7,8.4,0.0,926.9(08),5.0,,,,285.0,17.0,,,
